"CLient_nbr"|"Client_name"|"Site_Id"|"Site_Type"|"Address"|"City"|"State"|"Zipcode"|"Region"|"Country_cd"|"FTE_HC_at_Location"|"Contingent_HC_at_Location"|"Number_of_Desks"|"Average_Attendance"|"Security_Type"
"200813"|"Disney Studios"|"18344"|"Theatres"|"10 VAN HORNE AVENUE      "|"TYBEE ISLAND   "|"GA "|"31328"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1033406"|"Theatres"|"84 WEST 8TH STREET       "|"HOLLAND        "|"MI "|"49423"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14788"|"Theatres"|"1319 THEATRE DRIVE       "|"MT. PLEASANT   "|"SC "|"29464"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14301"|"Theatres"|"ONE MANSFIELD PLAZA      "|"HACKETTSTOWN   "|"NJ "|"07840"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3332"|"Theatres"|"209 NORTH STREET         "|"NORMAL         "|"IL "|"61761"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17889"|"Theatres"|"10202 W WASHINGTON BLVD  "|"CULVER CITY    "|"CA "|"90232"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6925"|"Theatres"|"1500 N SHORELINE BLVD    "|"MOUNTAIN VIEW  "|"CA "|"94043"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"526"|"Theatres"|"2646 N MILWAUKEE AVE     "|"CHICAGO        "|"IL "|"60647"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9051"|"Theatres"|"35310 MICHIGAN AVE W     "|"WAYNE          "|"MI "|"48184"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"610"|"Theatres"|"20 SOUTH AVENUE          "|"BURLINGTON     "|"MA "|"01803"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13438"|"Theatres"|"18348 BAGLEY RD.         "|"MIDDLEBURG HTS "|"OH "|"44130"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14797"|"Theatres"|"801 EARL GREY DRIVE      "|"KANATA         "|"ON "|"K2T 1E7"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"17280"|"Theatres"|"1010 SOUTH 800 EAST      "|"OREM           "|"UT "|"84097"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13213"|"Theatres"|"4005 SOUTH AVE.          "|"SPRINGFIELD    "|"MO "|"65807"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7125"|"Theatres"|"3733 N. SOUTHPORT        "|"CHICAGO        "|"IL "|"60613"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17379"|"Theatres"|"4344 OLD FREDRICKSBURG RD"|"HADENSVILLE    "|"VA "|"23067"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4216"|"Theatres"|"RT 3 WEIR'S BEACH        "|"LACONIA        "|"NH "|"03246"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14073"|"Theatres"|"3525 SOUTH WESTWOOD      "|"POPLAR BLUFF   "|"MO "|"63901"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7292"|"Theatres"|"1900 WEST WAYNE PLAZA    "|"MACEDON        "|"NY "|"14502"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16314"|"Theatres"|"3200 SW HOCKEN AVE       "|"BEAVERTON      "|"OR "|"97005"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7570"|"Theatres"|"PO BOX 1027,101 W CALL ST"|"STARKE         "|"FL "|"32091"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2105"|"Theatres"|"HWY 58/SALTER PATH RD    "|"ATLANTIC BEACH "|"NC "|"28512"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14150"|"Theatres"|"J.DRINKWATER,SUB ROOM 214"|"ELLENSBURG     "|"WA "|"98926"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10782"|"Theatres"|"VISTAFJORD               "|"MIAMI          "|"FL "|"33126"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8528"|"Theatres"|"FORT STEUBEN MALL        "|"STEUBENVILLE   "|"OH "|"43952"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12072"|"Theatres"|"P.S. NELSON, MOVIES 2    "|"PRATTVILLE     "|"AL "|"36067"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18166"|"Theatres"|"1864 EDINBURGH LANE      "|"CHESAPEAKE     "|"VA "|"23322"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5609"|"Theatres"|"133 AITON RD             "|"SUSSEX         "|"NB "|"E4G 2V5"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"466"|"Theatres"|"GRETCHEN HAMM, 2ND FLR   "|"ATHENS         "|"OH "|"45701"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14663"|"Theatres"|"70 E. KAAHUMANU AVENUE #A"|"KAHULUI        "|"HI "|"96732"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13897"|"Theatres"|"27531 YNEZ ROAD          "|"TEMECULA       "|"CA "|"92591"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18159"|"Theatres"|"11 W JONES ST            "|"RALEIGH        "|"NC "|"27601-1029"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15183"|"Theatres"|"BERNARD BOISVERT         "|"LE GARDEUR     "|"QC "|"J5Z 2C1"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"13555"|"Theatres"|"161 W. WISCONSIN AVE.    "|"MILWAUKEE      "|"WI "|"53203"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13188"|"Theatres"|"CENTURY                  "|"MIAMI          "|"FL "|"33172"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3410"|"Theatres"|"239 MAIN STREET          "|"CALAIS         "|"ME "|"04619"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3656"|"Theatres"|"114 2ND AVE., BOX 252    "|"ROBLIN         "|"MB "|"R0L 1P0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"11372"|"Theatres"|"RPI UNION/15TH & SAGE AVE"|"TROY           "|"NY "|"12181"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14759"|"Theatres"|"9480 GATEWAY BLVD. NORTH "|"EL PASO        "|"TX "|"79924"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7853"|"Theatres"|"TOM EPPS                 "|"DELPHOS        "|"OH "|"45833"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17924"|"Theatres"|"6430 GOODMAN ROAD        "|"OLIVE BRANCH   "|"MS "|"38654"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17420"|"Theatres"|"3400 FOOTBRIDGE LN.      "|"FAYETTEVILLE   "|"NC "|"28306"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1033467"|"Theatres"|"3835 DOTHAN ROAD         "|"TABOR CITY     "|"NC "|"28463"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8641"|"Theatres"|"121 N JOHN WAYNE DR      "|"WINTERSET      "|"IA "|"50273"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14850"|"Theatres"|"1144 AGERTON LANE        "|"AUGUSTA        "|"GA "|"30909"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13349"|"Theatres"|"JOE BELASCO              "|"TOTOWA         "|"NJ "|"07512"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17200"|"Theatres"|"1 WALDEN GALLERIA DRIVE  "|"CHEEKTOWAGA    "|"NY "|"14225"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16239"|"Theatres"|"14900 BECK ROAD          "|"PLYMOUTH TWNSHP"|"MI "|"48170"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14738"|"Theatres"|"6001 CANAL ROAD          "|"VALLEY VIEW    "|"OH "|"44125"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16347"|"Theatres"|"4150 MAIN AT NO.HILLS ST."|"RALEIGH        "|"NC "|"27609"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14045"|"Theatres"|"8771 YONGE STREET        "|"RICHMOND HILL  "|"ON "|"L4C 6Z1"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"15452"|"Theatres"|"1044 AUAHI STREET        "|"HONOLULU       "|"HI "|"96814"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17397"|"Theatres"|"50 WALKERS BROOK DR.     "|"READING        "|"MA "|"01867"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13890"|"Theatres"|"248 KINGSTON RD E        "|"AJAX           "|"ON "|"L1S 4S7"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"13972"|"Theatres"|"TONY-C/O ASSOCIATE       "|"ELIZABETH      "|"NJ "|"07201"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16383"|"Theatres"|"ALAIN FRAPPIER           "|"FERMONT        "|"QC "|"G0G 1J0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"637"|"Theatres"|"1640 HENDERSONVILLE RD.  "|"ASHEVILLE      "|"NC "|"28803"|""|"USA "|""|""|""|""|""
"1"|"Teradata"|"NL2014-1"|"Office"|"Edisonbaan 14E"|"NIEUWEGEIN"|"-"|""|"EMEA"|"NLD"|"3"|"0"|"15"|"4"|"Card/Gaurd"
"200813"|"Disney Studios"|"14567"|"Theatres"|"7999 CITRUS PARK TOWN CTR"|"TAMPA          "|"FL "|"33625"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15286"|"Theatres"|"QEII BROADCAST CTR       "|"PORT EVERGLADES"|"FL "|"33316"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13888"|"Theatres"|"12075 S. STRANG LINE RD. "|"OLATHE         "|"KS "|"66062"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17777"|"Theatres"|"C/O DAN DANIELS DIST.CENT"|"DALLAS         "|"TX "|"75266-0202"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16684"|"Theatres"|"2250 N.E. 8TH STREET     "|"HOMESTEAD      "|"FL "|"33033"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14304"|"Theatres"|"MRS. DILORECE SOUTH      "|"TORONTO        "|"ON "|"M4J 1M6"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"13975"|"Theatres"|"SHAANON RININGER/MILLER A"|"KALAMAZOO      "|"MI "|"49008"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4603"|"Theatres"|"2508 LAND PARK DR        "|"SACRAMENTO     "|"CA "|"95818"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3841"|"Theatres"|"P.O. BOX 599             "|"NANTUCKET      "|"MA "|"02554"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13612"|"Theatres"|"2929 GREAT ESCAPE DRIVE  "|"BEDFORD        "|"IN "|"47421"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16102"|"Theatres"|"100 LAURIER STREET       "|"GATINEAU       "|"QC "|"J8X 4H2"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"14559"|"Theatres"|"1211 EAST I-240          "|"OKLAHOMA CITY  "|"OK "|"73149"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15447"|"Theatres"|"1550 UNIVERSITY AVE.     "|"MORGANTOWN     "|"WV "|"26506"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17978"|"Theatres"|"ATTN: CHRISTINE SAUCEROTT"|"MONTREAL       "|"QC "|"H2Y 2M3"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"10853"|"Theatres"|"MICHAEL KURHAJETZ        "|"MINNEAPOLIS    "|"MN "|"55455"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15906"|"Theatres"|"UNIV. DELAWARE/ENGLISH DE"|"NEWARK         "|"DE "|"19711"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11096"|"Theatres"|"12 NORTH AUGUSTA STREET  "|"STAUNTON       "|"VA "|"24401"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5420"|"Theatres"|"9091 CINEMA DR           "|"JUNEAU         "|"AK "|"99801"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8263"|"Theatres"|"4043 LA VISTA ROAD       "|"TUCKER         "|"GA "|"30084"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6193"|"Theatres"|"3701 NORTHEAST 163RD ST. "|"N MIAMI BEACH  "|"FL "|"33160"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3539"|"Theatres"|"P.O.BOX 312              "|"CHURCHILL      "|"MB "|"R0B 0E0"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"8994"|"Theatres"|"P.O. BOX 516             "|"OXFORD         "|"NE "|"68967-8967"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3739"|"Theatres"|"P.O. BOX 603             "|"LISBON         "|"ND "|"580540603"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16039"|"Theatres"|"25 WEST MAIN STREET      "|"VISTA          "|"CA "|"92084"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14633"|"Theatres"|"2415 WASHINGTON BLVD.    "|"OGDEN          "|"UT "|"84401"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17532"|"Theatres"|"307 FRONT ST.            "|"NEOLA          "|"IA "|"51559"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10215"|"Theatres"|"PAUL SCHMIDT             "|"JAMESTOWN      "|"NY "|"14701"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16157"|"Theatres"|"855 SPARTAN BLVD.        "|"SPARTANBURG    "|"SC "|"29301"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17080"|"Theatres"|"925 SHILOH CHURCH RD.    "|"CAMDEN         "|"TN "|"38320"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17570"|"Theatres"|"941 LASKIN RD.           "|"VIRGINIA BEACH "|"VA "|"23451"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18395"|"Theatres"|"2245 N. ONTARIO ST.      "|"BURBANK        "|"CA "|"91504"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17336"|"Theatres"|"1400 MAIN STREET         "|"KANSAS CITY    "|"MO "|"64105"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6691"|"Theatres"|"1019 MCARTOR             "|"DODGE CITY     "|"KS "|"67801"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10015"|"Theatres"|"PLAZA DEL NORTE MALL     "|"HATILLO        "|"PR "|"006592709"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4016"|"Theatres"|"RD. 2/ RT. 119           "|"DUNBAR         "|"PA "|"15431"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3072"|"Theatres"|"65 MAIN ST               "|"HINGHAM        "|"MA "|"02043"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12240"|"Theatres"|"BECKY JOHNSTON           "|"FORT SMITH     "|"AR "|"72905"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15241"|"Theatres"|"20915 GULF FREEWAY       "|"WEBSTER        "|"TX "|"77598"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4699"|"Theatres"|"286 CABOT ST             "|"BEVERLY        "|"MA "|"01915"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6590"|"Theatres"|"GATEWAY SHOPPING CENTER  "|"WEST BOUNTIFUL "|"UT "|"84087"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1016089"|"Theatres"|"26616 FM 1093 ROAD       "|"RICHMOND       "|"TX "|"77494"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9448"|"Theatres"|"P.O. BOX 10              "|"CAVALIER       "|"ND "|"58220"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17696"|"Theatres"|"7736 KITTY HAWK AVE.     "|"MILLINGTON     "|"TN "|"38055-6510"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5221"|"Theatres"|"BARBARA DEWSNUP          "|"DELTA          "|"CO "|"81416"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15217"|"Theatres"|"RECREATION COMMITTEE     "|"BOISBRIAND     "|"QC "|"J26 1W6"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"2311"|"Theatres"|"93 KNOLLWOOD RD          "|"GREENBURGH     "|"NY "|"10607"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13948"|"Theatres"|"BOB WEIR                 "|"WILMINGTON     "|"DE "|"19801"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6319"|"Theatres"|"212 WEST WAY STREET      "|"YOAKUM         "|"TX "|"779952638"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15908"|"Theatres"|"FREER & SACKLER GALLERIES"|"WASHINGTON     "|"DC "|"20560"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"10125"|"Theatres"|"418 MAIN ST.             "|"DEER LODGE     "|"MT "|"59722"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2372"|"Theatres"|"1325 RT 206              "|"ROCKY HILL     "|"NJ "|"08553"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13293"|"Theatres"|"16860 THREE OAKS RD      "|"THREE OAKS     "|"MI "|"49128"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9787"|"Theatres"|"7938 EASTERN BLVD.       "|"BALTIMORE      "|"MD "|"21224"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"15431"|"Theatres"|"WADE MILLER              "|"THOMASVILLE    "|"GA "|"31799"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6251"|"Theatres"|"P.O. BOX 142             "|"BARRIE         "|"ON "|"L4M 4S9"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"4544"|"Theatres"|"DEBORAH MARCUM           "|"RUIDOSO        "|"NM "|"88345"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13731"|"Theatres"|"409 CONSTANT FRIENDSHIP  "|"ABINGDON       "|"MD "|"21009"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17044"|"Theatres"|"105 N. MAIN              "|"EL DORADO SPRG "|"MO "|"64744"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5839"|"Theatres"|"525 W 2ND AVE            "|"PRINCE RUPERT  "|"BC "|"V8J 1G9"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"3382"|"Theatres"|"SCOTT BLISS              "|"LAWRENCE       "|"KS "|"66044"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7851"|"Theatres"|"2000 MORELAND AVE SE     "|"ATLANTA        "|"GA "|"30316"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"438"|"Theatres"|"38 NH ROUTE 25           "|"MEREDITH       "|"NH "|"03253"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1863"|"Theatres"|"19218 HWY 82    #300     "|"CARBONDALE     "|"CO "|"81623"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16126"|"Theatres"|"7235 WOODMONT AVE.       "|"BETHESDA       "|"MD "|"20814-2951"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16518"|"Theatres"|"1135 BANKHEAD HWY        "|"CARROLLTON     "|"GA "|"30116"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4979"|"Theatres"|"P.O. BOX 95              "|"OLDE MYSTIC    "|"CT "|"06372"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5820"|"Theatres"|"11620 CARMEL MT. ROAD    "|"SAN DIEGO      "|"CA "|"92128"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17024"|"Theatres"|"430 N. MIDVALE BLVD.     "|"MADISON        "|"WI "|"53705"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14216"|"Theatres"|"ROOM 130 B - FILM SOCIETY"|"MINNEAPOLIS    "|"MN "|"55414"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17651"|"Theatres"|"MARY HULETT-BLDG. 5121   "|"UNIVERSAL CITY "|"CA "|"91608"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14271"|"Theatres"|"4040 S.E. 82ND AVENUE    "|"PORTLAND       "|"OR "|"97266"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14146"|"Theatres"|"NORRIS UNIV CTR/CAMPUS AC"|"EVANSTON       "|"IL "|"60208"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8356"|"Theatres"|"705 BLISS ST             "|"DUMAS          "|"TX "|"79029"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16516"|"Theatres"|"1071 GEMINI PLACE        "|"COLUMBUS       "|"OH "|"43240"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"643"|"Theatres"|"16621 TORRENCE AVE       "|"LANSING        "|"IL "|"60438"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6225"|"Theatres"|"2026 WEST EAGLE ROAD     "|"WEATHERFORD    "|"OK "|"73096"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"12677"|"Theatres"|"JRAED LORENZ/STUDENT UNIO"|"CALGARY        "|"AB "|"T2N 1N4"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"17278"|"Theatres"|"ATT: LINDSAY HAND        "|"INDIANAPOLIS   "|"IN "|"46208"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18349"|"Theatres"|"350 EMERY ST.            "|"MONTREAL       "|"QC "|"H2X 1J1"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"9494"|"Theatres"|"477 PAUL STREET          "|"DIEPPE         "|"NB "|"E1A 4X5"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"13552"|"Theatres"|"6100 N FREEWAY           "|"FORT WORTH     "|"TX "|"76131"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"1510"|"Theatres"|"118 E. HAMILTON          "|"STAMFORD       "|"TX "|"79553"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17145"|"Theatres"|"3531 WYECROFT ROAD       "|"OAKVILLE       "|"ON "|"L6L 0B7"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"14891"|"Theatres"|"501 CAITBOO AVE          "|"CARY           "|"NC "|"27511"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17782"|"Theatres"|"RAMON BALDIOROTY DE CASTR"|"COAMO          "|"PR "|"00769"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17308"|"Theatres"|"210 E. TRADE ST.         "|"CHARLOTTE      "|"NC "|"28202"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3180"|"Theatres"|"110 N. FRANKLIN NW       "|"CORYDON        "|"IA "|"50060"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"18356"|"Theatres"|"EAST 7TH STREET          "|"BAY CITY       "|"TX "|"77414"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13837"|"Theatres"|"15436 FM 1825            "|"PFLUGERVILLE   "|"TX "|"78660"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13727"|"Theatres"|"4925 N EDGEWOOD          "|"PROVO          "|"UT "|"84604"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"8190"|"Theatres"|"125 S RAIL, PO BOX 627   "|"SHOSHONE       "|"ID "|"83352"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17041"|"Theatres"|"1200 SOUTH STILES ST.    "|"LINDEN         "|"NJ "|"07036"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5404"|"Theatres"|"2933 E RACE ST.          "|"SEARCY         "|"AR "|"72143"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2394"|"Theatres"|"BROADWAY & SCHOOL ST     "|"ROCKPORT       "|"MA "|"01966"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11717"|"Theatres"|"CINEMATHEQUE/UNIV.UNION  "|"CHARLOTTESVILLE"|"VA "|"22904"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14951"|"Theatres"|"601 N MARTINGALE ROAD    "|"SCHAUMBURG     "|"IL "|"60173"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"11663"|"Theatres"|"DR. HART WEGNER          "|"LAS VEGAS      "|"NV "|"89154"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"14614"|"Theatres"|"2900 GATEWAY STREET      "|"SPRINGFIELD    "|"OR "|"97477"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"3107"|"Theatres"|"1914 W. THATCHER BLVD.   "|"SAFFORD        "|"AZ "|"85546"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"2751"|"Theatres"|"4100 WILLOW KNOLLS       "|"PEORIA         "|"IL "|"61615"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17007"|"Theatres"|"2980 GERMAN ROAD         "|"CHANDLER       "|"AZ "|"85249"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"5758"|"Theatres"|"275 MALL RD              "|"S.WILLIAMSON   "|"KY "|"41503"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"860"|"Theatres"|"ST. VITAL                "|"WINNIPEG       "|"MB "|"R2M 5E5"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"18380"|"Theatres"|"350 S.W. A STREET        "|"BENTONVILLE    "|"AR "|"72712"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"6694"|"Theatres"|"114 WEST LINCOLN         "|"WELLINGTON     "|"KS "|"67152"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"17949"|"Theatres"|"43 W BROADWAY            "|"EUGENE         "|"OR "|"97401"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"4194"|"Theatres"|"2812 W. SHAWNEE AVENUE   "|"MUSKOGEE       "|"OK "|"74401"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"7107"|"Theatres"|"7463 LEE HIGHWAY         "|"RADFORD        "|"VA "|"24141"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"13817"|"Theatres"|"CELEBRITY CRUISES        "|"MIAMI          "|"FL "|"33126"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"9997"|"Theatres"|"LOCAL 62                 "|"LA SALLE       "|"QC "|"H8P 1B3"|""|"CANA"|""|""|""|""|""
"200813"|"Disney Studios"|"4560"|"Theatres"|"1000 PARKVIEW DR. BLDG.6A"|"NEW IBERIA     "|"LA "|"70560"|""|"USA "|""|""|""|""|""
"200813"|"Disney Studios"|"16751"|"Theatres"|"1530 EAST BLVD.          "|"KOKOMO         "|"IN "|"46902"|""|"USA "|""|""|""|""|""
